item,Open,Close,Volume
1158,113.190002,113.220001,1498600
1159,113.529999,113.389999,1297600
1160,113.199997,113.029999,1414700
1161,113,113.599998,2284400
1162,113.099998,112.980003,1998500
1163,113.089996,112.93,1566900
1164,112.739998,112.349998,2405600
1165,112.209999,113.050003,1519000
1166,112.730003,113.760002,1458600
1167,113.940002,115.480003,2385100
1168,115.470001,114.57,2266800
1169,114.239998,115.040001,1869300
1170,115.169998,115.199997,1419300
1171,115.080002,114.849998,1367700
1172,114.980003,115.349998,1319000
1173,114.93,115,1999400
1174,114.75,115.059998,1572700
1175,115.5,115.660004,1539600
1176,115.830002,115.360001,1479200
1177,115.370003,115.120003,1484300
1178,114.43,112.300003,3078500
1179,111.709999,110.389999,3282700
1180,110.220001,112.760002,2370900
1181,111.580002,110.529999,2483200
1182,110.75,109.800003,2328100
1183,109.639999,110.720001,2903300
1184,110.330002,109.879997,2604900
1185,110.610001,110.5,1785700
1186,111.18,110.699997,1995200
1187,111.489998,111.699997,2466900
1188,111.980003,113.660004,2596200
1189,110.510002,113.089996,2265200
1190,112.449997,113.730003,3224200
1191,113.75,116.129997,3134700
1192,115.68,116.650002,3640300
1193,120.559998,121.639999,7643400
1194,121.779999,122.169998,4815800
1195,121.589996,120.860001,3667500
1196,121.18,118.239998,3973700
1197,118.489998,118.209999,2875100
1198,118.209999,118.519997,2504500
1199,118.519997,116,3034300
1200,116.379997,117.459999,2157600
1201,117.379997,116.970001,2708200
1202,117.410004,117.620003,2366500
1203,117.080002,118.110001,3106600
1204,118.459999,118.25,2508500
1205,118.25,116.849998,1904900
1206,117.699997,117.529999,2472900
1207,116.709999,116.82,2263100
1208,116.599998,116.050003,2247800
1209,115.949997,115.589996,1979100
1210,116.019997,115.800003,1539800
1211,115.800003,115.269997,1456400
1212,114.790001,115.449997,1830900
1213,115.650002,115.459999,1871600
1214,115.849998,115.669998,1656200
1215,115.629997,116.239998,1877800
1216,116.5,116.139999,2444400
1217,116.139999,118.610001,5361100
1218,118.129997,116.949997,2086400
1219,117.040001,117.230003,2068300
1220,118.110001,119.970001,2311100
1221,119.900002,119.809998,2118800
1222,115.879997,117.209999,5797600
1223,117.339996,120.330002,4357500
1224,119.660004,119.18,3201800
1225,119.169998,117.25,3622500
1226,117.550003,115.989998,3119900
1227,116.190002,117.32,2147100
1228,117.5,118.370003,1313600
1229,118.25,118.43,2123500
1230,118.699997,119.68,1694600
1231,119.919998,119.480003,2251800
1232,119.360001,119.82,1958700
1233,119.900002,120.739998,783700
1234,120.529999,120.760002,2075600
1235,120.739998,120.940002,1484000
1236,121.010002,119.43,2635500
1237,119.5,117.660004,2260400
1238,117.629997,117.290001,1922800
1239,117.860001,117.720001,2052300
1240,118.129997,118.410004,1973600
1241,118.650002,121.57,2024100
1242,121.669998,121.739998,1449300
1243,121.330002,123.309998,2227200
1244,122.860001,123.610001,1608700
1245,123.800003,125.400002,2333200
1246,125.25,123.650002,2041300
1247,123.449997,124.550003,1761400
1248,124.580002,123,4514000
1249,123.230003,123.650002,2750400
1250,124.040001,124.099998,3290800
1251,118.550003,117.900002,6032500
1252,118.059998,117.790001,2758400
1253,117.400002,117.480003,1697200
1254,117.360001,117.550003,1546300
1255,118,116.610001,1797700
1256,116.980003,117.010002,1633900
1257,117.559998,117.129997,1739500
1258,117.379997,116.459999,2351600
1259,116.910004,116.739998,2639800
1260,116.980003,114.989998,3685400
1261,114.989998,116.300003,4125300
1262,116.139999,115,2550800
1263,114.940002,115.059998,2550100
1264,115.400002,116.120003,2845800
1265,115.620003,115.779999,2110800
1266,115.349998,116.949997,2665600
1267,115.919998,116.029999,2374300
1268,116.540001,115.949997,2262200
1269,115.599998,115.5,1647100
1270,115.879997,115.07,2781400
1271,114.779999,114.82,2320000
1272,115.199997,116.480003,2810100
1273,116.900002,117.57,2905900
1274,116.989998,115.93,2864600
1275,116.199997,115.349998,2545100
1276,115.32,114.629997,2529700
1277,113.970001,113.870003,2339000
1278,113.800003,113.209999,2471600
1279,113.150002,113.639999,2450500
1280,114,114.489998,1663700
1281,114.07,114.18,2019400
1282,114.949997,115.919998,2538200
1283,116.150002,115.43,2373700
1284,115.43,116.980003,2117100
1285,116.699997,117.599998,2183000
1286,117.900002,118.589996,1988400
1287,118.470001,120,2559400
1288,119.610001,119.93,1951100
1289,119.93,120.720001,1966900
1290,120.510002,121.230003,1904900
1291,120.629997,122.099998,2117100
1292,121.660004,122.209999,1557000
1293,122.589996,122.480003,1439600
1294,122,123.43,1447700
1295,123.010002,122.790001,1679800
1296,122.75,122.5,1744900
1297,123.239998,124.07,1879700
1298,123.989998,124.349998,1896600
1299,124.199997,123.639999,2123000
1300,122.989998,123.239998,1814100
1301,123.629997,124.139999,2705300
1302,124.110001,124.459999,2168600
1303,124.370003,123.18,2338100
1304,123.650002,123.93,1931100
1305,124.230003,124.040001,2233700
1306,124.169998,123.910004,1627800
1307,123.410004,124.800003,2087700
1308,124.889999,124.099998,2182000
1309,124.709999,125.220001,4603600
1310,125.220001,124.389999,2257400
1311,125.080002,124.639999,3219900
1312,125.029999,126.480003,4288600
1313,122.709999,120.760002,7116800
1314,120.779999,118.980003,3949800
1315,118.730003,119.389999,3122800
1316,119.82,121.349998,5516000
1317,121.660004,120.980003,2438900
1318,120.889999,120.519997,2030200
1319,120.709999,119.879997,2102800
1320,118,117.639999,3917500
1321,117.279999,118.040001,1690600
1322,118.239998,117.639999,1902100
1323,117.68,116.809998,2049600
1324,117,117.440002,2408000
1325,117.5,117.839996,2308300
1326,116.18,116.080002,2295300
1327,116.050003,115.580002,2087800
1328,115.360001,114.860001,1838900
1329,114.879997,115.720001,1168300
1330,115.5,116.239998,1978100
1331,116.370003,116.949997,2185400
1332,117.650002,119.209999,3743500
1333,119.739998,119.230003,2639000
1334,119.940002,119.360001,2106800
1335,119.379997,118.690002,1947200
1336,118.730003,118.980003,1581400
1337,119.120003,120.489998,2008200
1338,120.190002,121.300003,2476600
1339,121.370003,121.25,1931900
1340,121.290001,120.68,2697100
1341,120.43,120.300003,1762100
1342,120.75,120.82,1557500
1343,120.910004,121.519997,1716900
1344,121.099998,121.110001,1522100
1345,121.300003,121.07,1094400
1346,121.07,121.199997,1343600
1347,120.75,120.800003,1835200
1348,120.379997,120.959999,2362300
1349,120.959999,122.25,1772200
1350,122.690002,123.139999,2180600
1351,123.139999,120.440002,2277900
1352,120.860001,120.400002,1968800
1353,121.010002,120.980003,2190100
1354,121.599998,122.709999,1912500
1355,122.860001,122.150002,1472300
1356,120.43,121.949997,2026900
1357,122.75,123.099998,1425500
1358,122.940002,122.889999,1414500
1359,122.610001,123.769997,1373000
1360,124,124.470001,2655600
1361,124.93,125.290001,1902600
1362,125.370003,125.739998,1766000
1363,126,126.580002,1950000
1364,126.190002,126.330002,1513600
1365,126.080002,126.550003,1640400
1366,126.550003,126.169998,2128900
1367,126,125.82,1929200
1368,125.529999,126.300003,2355800
1369,126.440002,127.07,2434100
1370,127.800003,127.25,1861200
1371,126.279999,127.029999,2196300
1372,127.519997,127.559998,2965400
1373,128.470001,127.769997,2123000
1374,127.330002,126.529999,2356400
1375,127.07,127.110001,3257900
1376,122.970001,122.080002,8691100
1377,122.139999,122.739998,3817800
1378,123.150002,122.339996,2623000
1379,122.5,122.190002,2214800
1380,122.779999,123.739998,1727500
1381,123.5,122.989998,2687300
