item,Open,Close,Volume
855,50.200001,50.16,18946500
856,50.282001,49.889999,12525500
857,49.784,49.669998,10674000
858,49.639999,49.798,8907500
859,49.5,49.183998,12268000
860,49.200001,49.827999,15110000
861,50.169998,51.257999,25085000
862,51.080002,51.200001,13055500
863,50.380001,50.139999,17272500
864,50.652,50.282001,10220500
865,50.042,50.138,7111500
866,49.939999,50.076,10931000
867,50.026001,50.624001,9923500
868,50.433998,52.082001,27564500
869,52.400002,52.377998,13913500
870,52.48,52.501999,12315000
871,52.43,51.958,22805500
872,52.063999,53.534,19354000
873,53.396,53.034,12061500
874,53.290001,53.757999,14246000
875,53.778,53.417999,19192000
876,52.389999,52.403999,17394500
877,52.959999,53.652,15434500
878,54.222,53.830002,10506000
879,56.040001,56.004002,35819500
880,55.776001,55.944,20609500
881,55,53.576,30525500
882,51.863998,50.992001,31105500
883,51.816002,51.584,16670500
884,52.444,51.830002,13054500
885,52.450001,52.431999,14801500
886,52.419998,53.130001,9538000
887,53.348,52.627998,10108000
888,52.844002,53.335999,8080000
889,54.5,54.931999,25020500
890,55,56.452,24892500
891,54.009998,53.354,30543500
892,52.254002,53.574001,15525000
893,53.93,53.439999,11136000
894,53.476002,53.082001,14182500
895,52.486,50.602001,23471000
896,51.150002,52.964001,19479000
897,52.854,52.764,13950500
898,52.537998,53.358002,10173000
899,53.52,53.23,11113000
900,53.257999,51.998001,12767500
901,52.001999,53.256001,11762500
902,52.716,54.026001,31071500
903,49.908001,49.226002,73119000
904,48.716,48.501999,25367000
905,47.630001,48.228001,20929500
906,47.43,47.473999,21324500
907,47,47.633999,18640000
908,47.972,48.501999,23446000
909,49.448002,48.630001,21824000
910,51.112,50.998001,35883500
911,51.076,52.144001,20975000
912,52.066002,51.049999,18021500
913,50.411999,48.436001,24529000
914,47.200001,46.153999,32951000
915,40.557999,43.773998,47908000
916,46.104,44.006001,21636500
917,45.585999,44.967999,24815000
918,46.200001,48.598,38280000
919,48.372002,49.695999,27568500
920,49.124001,49.812,23501000
921,48.068001,47.726002,27274000
922,49.060001,49.537998,23146000
923,50.411999,49.113998,20974000
924,48.178001,48.386002,18446000
925,49.009998,49.633999,15691000
926,50.41,49.782001,16954000
927,49.445999,49.695999,13545000
928,49.528,50.048,11754000
929,50.220001,50.638,14454500
930,50.549999,50.714001,14667500
931,50.608002,52.450001,22085500
932,52.792,52.414001,17929000
933,51.591999,52.124001,18815500
934,52.796001,52.84,30601000
935,51.806,52.188,18322000
936,52.389999,52.212002,13004000
937,51.905998,52.624001,17241000
938,53.321999,51.382,18867000
939,51.470001,49.686001,24505500
